Price,Close,High,Low,Open,Volume,MA20,MA50,Daily_Return,Volatility_20d,RSI_14,BB_Upper,BB_Lower,BB_Width,Trend_Signal
Ticker,VIE.PA,VIE.PA,VIE.PA,VIE.PA,VIE.PA,,,,,,,,,
Date,,,,,,,,,,,,,,
2025-11-18,27.41192626953125,27.536481576557204,27.335276428097654,27.507737200715965,1874400,,,,,,,,,NEUTRE ➡️
2025-11-19,27.316112518310547,27.68019879502157,27.16281284101366,27.36401798216221,2100165,,,-0.003495330838066746,,,,,,NEUTRE ➡️
2025-11-20,27.210718154907227,27.58438771530086,27.210718154907227,27.421506580636017,1758859,,,-0.003858322202058284,,,,,,NEUTRE ➡️
2025-11-21,27.30653190612793,27.354437371463927,26.68375171937818,27.019095459159235,2244948,,,0.0035211768640301955,,,,,,NEUTRE ➡️
2025-11-24,27.526899337768555,27.977218742469674,27.45024949850739,27.546062254452927,3214079,,,0.008070136200312161,,,,,,NEUTRE ➡️
2025-11-25,27.766429901123047,27.91972957736645,27.335275246992094,27.58438767775669,1699814,,,0.008701690677737961,,,,,,NEUTRE ➡️
2025-11-26,28.12093734741211,28.188005729248744,27.546062631349546,27.6897808534961,1435136,,,0.012767483884369435,,,,,,NEUTRE ➡️
2025-11-27,27.938894271850586,28.28381947908808,27.91014989542199,28.159262342040584,953375,,,-0.006473577794101404,,,,,,NEUTRE ➡️
2025-11-28,28.06344985961914,28.06344985961914,27.843079974118538,27.977218562570275,1253550,,,0.004458143065956932,,,,,,NEUTRE ➡️
2025-12-01,28.207168579101562,28.427536641033868,27.986798689692918,28.03470598194538,1665621,,,0.00512120641622249,,,,,,NEUTRE ➡️
2025-12-02,27.948474884033203,28.322142628903585,27.862243584835984,28.255074246744936,1229300,,,-0.009171203920836701,,,,,,NEUTRE ➡️
2025-12-03,28.494606018066406,28.51376893563678,28.12093826282618,28.34130633245624,2072551,,,0.019540641709405282,,,,,,NEUTRE ➡️
2025-12-04,28.197587966918945,28.437118952941056,28.120938124490927,28.41795603546495,1329297,,,-0.010423658813150216,,,,,,NEUTRE ➡️
2025-12-05,28.092193603515625,28.350887505680767,28.073030686138267,28.264656204959053,933392,,,-0.0037377084709149244,,,,,,NEUTRE ➡️
2025-12-08,28.034706115722656,28.27423709569895,27.948474816733082,28.025124657226442,1178155,,,-0.0020463865728795883,,61.016921702373466,,,,NEUTRE ➡️
2025-12-09,28.06344985961914,28.23591062624056,27.986798193374543,28.01554256821627,1215829,,,0.0010252914290536097,,63.541666666666664,,,,NEUTRE ➡️
2025-12-10,27.651456832885742,28.034706034238614,27.632293915949013,28.00596165883352,1513122,,,-0.01468076907131155,,57.18752371745343,,,,NEUTRE ➡️
2025-12-11,28.14967918395996,28.168842100422243,27.58438776813301,27.641874690043558,2087760,,,0.018017942204104243,,62.154677295533986,,,,NEUTRE ➡️
2025-12-12,27.91973114013672,28.302982179673485,27.91973114013672,28.16884358484506,1689023,,,-0.008168762504201843,,55.64740135138174,,,,NEUTRE ➡️
2025-12-15,28.044286727905273,28.18800494605869,27.680198625941912,27.99637943686994,1966491,27.873262023925783,,0.004461202980192702,,54.13107061247615,28.582921933264597,27.16360211458697,0.05092047774886615,NEUTRE ➡️
2025-12-16,28.2838191986084,28.48502434918406,28.00596237831661,28.03470675446016,1796205,27.916856670379637,,0.008541221712184965,0.14896882147441412,52.50738883567923,28.614204773333746,27.219508567425528,0.04995892705169847,NEUTRE ➡️
2025-12-17,28.235910415649414,28.322141712055142,27.996379442850458,28.283817706694983,1361181,27.962846565246583,,-0.0016938583372553273,0.14828589193872901,54.769193829161416,28.61310944922393,27.312583681269235,0.04650906211998619,NEUTRE ➡️
2025-12-18,28.092193603515625,28.44670026509116,28.092193603515625,28.34130604699209,1797213,28.006920337677002,,-0.005089859332254254,0.14896090128053308,50.45871615484455,28.553812456196198,27.460028219157806,0.0390540703458549,NEUTRE ➡️
2025-12-19,28.245492935180664,28.245492935180664,28.044287787657893,28.07303033588894,3113626,28.05386838912964,,0.005457008228999749,0.14944336841656658,50.60974684566089,28.49942486855387,27.60831190970541,0.03176435229851402,NEUTRE ➡️
2025-12-22,28.005962371826172,28.120938048897322,27.689781544225987,28.092193672760438,1465791,28.07782154083252,,-0.008480310961617166,0.15166703314420263,50.9202468972963,28.44947397426626,27.70616910739878,0.02647302483159253,NEUTRE ➡️
2025-12-23,28.111356735229492,28.28381933798787,27.929312673709383,28.21675095413215,951637,28.09506788253784,,0.0037632830468039558,0.14929499542384544,42.857142857142854,28.436676277450328,27.753459487625353,0.024318033068345794,NEUTRE ➡️
2025-12-24,28.053869247436523,28.197587471027035,28.044287788866974,28.063450706006073,251104,28.091714477539064,,-0.0020449915788277595,0.14246412916774118,47.05881893722462,28.433570278264078,27.74985867681405,0.024338550144267442,NEUTRE ➡️
2025-12-29,28.350887298583984,28.42753714005711,28.073030481071168,28.255074539873483,1053404,28.11231412887573,,0.010587418388805725,0.1451573727051946,54.909100385546985,28.464880723860876,27.759747533890586,0.025082715949236226,NEUTRE ➡️
2025-12-30,28.504186630249023,28.542512464251452,28.197587268135,28.293400025664717,866441,28.134350967407226,,0.005407214597925369,0.14551569461137187,58.59649760031628,28.526887687512037,27.741814247302415,0.027904444681133945,NEUTRE ➡️
2025-12-31,28.47544288635254,28.50418726249193,28.350887578034623,28.50418726249193,467813,28.147764682769775,,-0.0010084042835301066,0.14473681177590467,57.54386381559141,28.56812714576318,27.72740221977637,0.029868266111427642,NEUTRE ➡️
2026-01-02,28.87785530090332,28.925762594943404,28.379632235221298,28.55209301133638,1259892,28.194233703613282,,0.014131910648653934,0.1476647647547216,72.53523002557085,28.715260087476803,27.67320731974976,0.03695978329049236,NEUTRE ➡️
2026-01-05,28.7341365814209,29.05989886540641,28.523349973685253,29.002411941019666,1460426,28.206210231781007,,-0.004976779542140264,0.13327283929579717,62.348218272319755,28.76588648892954,27.646533974632476,0.03968461218642715,NEUTRE ➡️
2026-01-06,28.68623161315918,29.01199390279411,28.57125593491539,28.743718538542872,1472253,28.23064241409302,,-0.001667179667152241,0.12728545828091842,67.54388951898991,28.82999043501212,27.631294393173917,0.04246081347549509,NEUTRE ➡️
2026-01-07,29.13654899597168,29.443148365709437,28.782044160016046,28.80120525001736,1872489,28.28286018371582,,0.015698032034501486,0.1362916829194188,71.75574723123867,29.001521291318223,27.564199076113415,0.05081954957413973,NEUTRE ➡️
2026-01-08,29.481473922729492,29.596447771559042,29.069480338224785,29.069480338224785,1648134,28.35519857406616,,0.011838221705854801,0.1398753627217744,72.89378197537059,29.240599237521945,27.469797910610378,0.06245067627673581,NEUTRE ➡️
2026-01-09,29.1844539642334,29.47189223906546,29.09822449200778,29.46231078049009,1383007,28.411248779296876,,-0.010074800170255305,0.14686138216041628,66.55521333924555,29.358644408336886,27.463853150256867,0.06669158658948998,NEUTRE ➡️
2026-01-12,29.059898376464844,29.184453681786508,28.75329901492567,29.117385299884354,1074480,28.48167085647583,,-0.004267874530775928,0.1353762433902676,67.00336745472973,29.40021431321711,27.56312739973455,0.06450067212488915,NEUTRE ➡️
2026-01-13,28.350887298583984,29.07906170631688,28.20716907425642,29.059898789079504,2095929,28.491731262207033,,-0.024398264188531193,0.1534930076874002,51.549307147892,29.399306577017814,27.58415594739625,0.06370797944557607,NEUTRE ➡️
2026-01-14,28.61916160583496,28.810785288738167,28.389210262389025,28.389210262389025,1650526,28.526702785491942,,0.009462642365495766,0.15319629677388621,58.93854981591469,29.394505300774057,27.658900270209827,0.06084141737708715,NEUTRE ➡️
2026-01-15,28.590417861938477,28.73413608415638,28.312561048504364,28.72455462567834,1362904,28.554009342193602,,-0.0010043531076264767,0.15292028777282346,57.142849017497795,29.391745278963334,27.71627340542387,0.05867728953438628,NEUTRE ➡️
2026-01-16,28.57125473022461,28.695811862026535,28.264655371137298,28.657486028402456,1480984,28.568381118774415,,-0.0006702641355716965,0.15037709997842444,57.80344991660295,29.396406144370598,27.74035609317823,0.05796793470050889,NEUTRE ➡️
2026-01-19,28.245492935180664,28.494605375549114,28.1592616355348,28.45628136874893,1187932,28.568860244750976,,-0.011401732199717962,0.1561350538889158,48.42405716368506,29.396085953624148,27.741634535877804,0.057911005324418584,NEUTRE ➡️
2026-01-20,27.718524932861328,28.235910892558124,27.64187509337009,28.235910892558124,1964171,28.55017681121826,,-0.01865671112657341,0.16897255584113985,39.43298559144937,29.437433246677934,27.66292037575859,0.06215418148381075,NEUTRE ➡️
2026-01-21,28.14967918395996,28.197586475115667,27.574806309901867,27.622711773581276,1795142,28.545386123657227,,0.015554732877848254,0.17737804667292828,46.04649009504497,29.4405686674799,27.650203579834553,0.06271994640007929,NEUTRE ➡️
2026-01-22,28.70539093017578,28.973666277855703,28.35088611348491,28.35088611348491,1609767,28.580357551574707,,0.01974131721303851,0.18770330649413725,47.98203716027876,29.440783948413507,27.719931154735907,0.06021103097021213,NEUTRE ➡️
2026-01-23,28.983247756958008,28.983247756958008,28.638322570760472,28.743716783760007,1519187,28.623952102661132,,0.009679604345333548,0.18989482670219884,52.826076607825236,29.47259604634436,27.775308158977904,0.059296070692092244,NEUTRE ➡️
2026-01-26,29.43356704711914,29.596448191502436,29.18445460115196,29.18445460115196,1634227,28.692936992645265,,0.015537226674433802,0.1955934152252627,57.76891166354907,29.57028193177274,27.81559205351779,0.06115407003140607,NEUTRE ➡️
2026-01-27,29.855140686035156,29.89346651936273,29.39524165096221,29.510215495992288,1664048,28.768149662017823,,0.014322886459569473,0.19808176773852632,57.51501710855284,29.77096860401647,27.765330720019175,0.06971730568564548,NEUTRE ➡️
2026-01-28,30.09467315673828,30.09467315673828,29.644355557629467,29.855142168972154,1439576,28.847673988342287,,0.00802315665573694,0.1987789694489861,56.557374708583104,30.00301157171747,27.692336404967104,0.08009918469281571,NEUTRE ➡️
2026-01-29,30.23838996887207,30.458759856186585,30.085090290073644,30.18090304619174,1337246,28.935821342468262,28.370815773010253,0.00477549004720168,0.1983717069558022,61.65254469614215,30.2320067783028,27.639635906633725,0.0895903676272817,HAUSSIER 📈
2026-01-30,30.305458068847656,30.592896334536135,30.219228599365053,30.267134063241645,1744646,29.00720148086548,28.428686408996583,0.0022179785380316286,0.19403036336194338,63.94848923690765,30.439983204165035,27.574419757565924,0.09878800092071524,HAUSSIER 📈
2026-02-02,30.20964813232422,30.544990045416117,30.046766991332568,30.315040521806086,2175442,29.080977058410646,28.486557121276856,-0.003161474619712945,0.1932095058398265,74.12938452274366,30.60368643455251,27.55826768226878,0.10472202313446516,HAUSSIER 📈
2026-02-03,30.621639251708984,30.7366167523446,30.190484589183395,30.372528643570462,1872226,29.177747440338134,28.55477554321289,0.013637733136783403,0.19636216988702368,75.05997207270644,30.83489045743894,27.520604423237327,0.11358950998457222,HAUSSIER 📈
2026-02-04,30.75577735900879,30.985728715382344,30.554572206527435,30.669546057237806,1443222,29.25870885848999,28.623760452270506,0.004380500540718701,0.1909522481094997,76.40189545772941,31.059379507744794,27.458038209235184,0.12308613192494343,HAUSSIER 📈
2026-02-05,30.516246795654297,30.73661668309004,30.018021925547178,30.65996501617234,1812881,29.31044750213623,28.68354740142822,-0.007788148566640896,0.19130785742780215,72.50558150498031,31.19555310483509,27.425341899437374,0.12863028464928522,HAUSSIER 📈
2026-02-06,30.679128646850586,30.8707541636516,30.458760581762874,30.497084588637257,1660067,29.38518123626709,28.741801376342774,0.005337545350415862,0.18638332844173783,79.2627201596975,31.36536841334548,27.404994059188702,0.13477454238971637,HAUSSIER 📈
2026-02-09,30.698291778564453,30.80368599628921,30.5737346435304,30.80368599628921,1282251,29.46710090637207,28.79334846496582,0.000624630899216605,0.18480647243523118,90.81371617745258,31.524675087559388,27.409526725184755,0.13965229818331937,HAUSSIER 📈
2026-02-10,30.966564178466797,30.985727095075262,30.621638989419715,30.765359036506876,1338487,29.597884750366212,28.853901863098145,0.008739000913714268,0.15515236984803601,90.38468374707203,31.68896977150882,27.506799729223605,0.14129962588740294,HAUSSIER 📈
2026-02-11,31.608509063720703,31.618088694539896,30.956984519437004,31.0623750782586,2232187,29.747352123260498,28.924803047180177,0.0207302586607363,0.16481779944306138,90.61669424134067,31.967258470807895,27.5274457757131,0.14925068546262807,HAUSSIER 📈
2026-02-12,31.93427276611328,31.93427276611328,31.407301673640557,31.71390104292317,2033678,29.91454486846924,28.99934513092041,0.010306202729646552,0.16421341743128284,90.7408138856983,32.26728041598306,27.56180932095542,0.1572970979741476,HAUSSIER 📈
2026-02-13,32.04924774169922,32.26961581767775,31.560602466959626,31.924690601379904,2078228,30.08844451904297,29.081360588073732,0.0036003630465617498,0.16274496836178418,89.79599535693558,32.53538408277386,27.641504955312076,0.1626497881724809,HAUSSIER 📈
2026-02-16,32.63370132446289,32.739091883220915,32.030082244544495,32.15463937483459,2000402,30.30785493850708,29.16414249420166,0.018236109236449805,0.15499095643434407,90.27784843585144,32.84431458709343,27.77139528992073,0.16737968778936566,HAUSSIER 📈
2026-02-17,32.29835510253906,33.01694801220372,32.039661216465475,32.5666322741816,1831135,30.536846446990968,29.246157836914062,-0.010276070697271655,0.1383422695339434,81.08106508557378,32.910759479718365,28.162933414263573,0.15547859775555284,HAUSSIER 📈
2026-02-18,32.62411880493164,32.71993339007925,32.31751944236471,32.35584527642375,1731836,30.76056842803955,29.33679634094238,0.010086077181279407,0.13556384834927662,82.00514309839694,33.0282153661894,28.4929214898897,0.14743855878051945,HAUSSIER 📈
2026-02-19,32.73909378051758,32.82532508264605,32.24087254038952,32.3175205561966,1479283,30.96225357055664,29.43088409423828,0.0035242323715594104,0.1280563844857345,82.23350741110514,33.177170825036114,28.747336316077163,0.14307209579768684,HAUSSIER 📈
2026-02-20,33.00736999511719,33.09360129469037,32.384587980982765,32.528308031922315,1837781,31.163459682464598,29.52976249694824,0.00819436898278636,0.1276947653392664,85.43684957678099,33.35238812977077,28.974531235158423,0.140480451760487,HAUSSIER 📈
2026-02-23,33.112762451171875,33.342710134505325,32.95946277729873,33.112762451171875,1749621,31.347419452667236,29.638988609313966,0.003192997687191612,0.12362802383737236,84.21048495757695,33.54261111740714,29.15222778792733,0.14005565389868954,HAUSSIER 📈
